Player,Nation,Pos,Sec_Pos,Squad,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Matheus Reis,BRA,DF,,Sporting CP,1995,8,4,435,4.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,6,20,13,0,0,0,0,0,0,0.02,0.02,0,0.02
Mateo Retegui,ITA,FW,,Atalanta ,1999,10,8,569,6.3,3,0,3,3,0,1,0,0,4.7,3.8,0.5,4.3,17,12,50,0.47,0,0.47,0.47,0.47,0.74,0.08,0.81,0.59,0.67
Gio Reyna,USA,MF,FW,Dortmund ,2002,9,2,278,3.1,0,1,1,0,0,0,0,0,0.8,0.8,0.7,1.5,2,15,9,0,0.32,0.32,0,0.32,0.26,0.23,0.48,0.26,0.48
Alexsandro Ribeiro,BRA,DF,,Lille ,1999,10,10,900,10,0,1,1,0,0,0,1,0,0.5,0.5,0.3,0.7,1,27,3,0,0.1,0.1,0,0.1,0.05,0.03,0.07,0.05,0.07
Declan Rice,ENG,MF,,Arsenal ,1999,13,12,"1,002",11.1,4,2,6,4,0,0,3,0,1.8,1.8,1.2,3,23,62,27,0.36,0.18,0.54,0.36,0.54,0.16,0.11,0.27,0.16,0.27
Fabian Rieder,SUI,FW,MF,Stuttgart ,2002,8,1,245,2.7,1,3,4,1,0,0,1,0,0.9,0.9,0.5,1.5,6,9,19,0.37,1.1,1.47,0.37,1.47,0.34,0.2,0.54,0.34,0.54
Rodrigo Riquelme,ESP,MF,DF,Atlético Madrid,2000,5,1,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,11,8,22,0,0,0,0,0,0.07,0.21,0.28,0.07,0.28
Stefan Ristovski,MKD,DF,,Dinamo Zagreb,1992,8,7,651,7.2,0,2,2,0,0,0,2,0,0,0,0.8,0.8,6,19,28,0,0.28,0.28,0,0.28,0.01,0.1,0.11,0.01,0.11
Dmytro Riznyk,UKR,GK,,Shakhtar ,1999,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Andrew Robertson,SCO,DF,,Liverpool ,1994,8,6,550,6.1,0,1,1,0,0,0,2,0,0.4,0.4,0.7,1.2,12,38,19,0,0.16,0.16,0,0.16,0.08,0.13,0.21,0.08,0.21
Milan Rodić,SRB,DF,,Red Star,1991,3,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rodri,ESP,MF,,Manchester City,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0.1,2,7,1,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
Rodrygo,BRA,MF,FW,Real Madrid,2001,12,10,875,9.7,5,2,7,5,0,0,0,0,2.3,2.3,2.4,4.6,45,38,100,0.51,0.21,0.72,0.51,0.72,0.23,0.24,0.48,0.23,0.48
Marko Rog,CRO,MF,,Dinamo Zagreb,1995,7,4,364,4,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.3,4,6,2,0,0.25,0.25,0,0.25,0.04,0.03,0.07,0.04,0.07
Morgan Rogers,ENG,MF,FW,Aston Villa,2002,12,12,"1,022",11.4,4,2,6,4,0,0,1,0,3.1,3.1,2.5,5.6,33,42,64,0.35,0.18,0.53,0.35,0.53,0.27,0.22,0.49,0.27,0.49
Benjamín Rollheiser,ARG,MF,FW,Benfica ,2000,6,1,93,1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,6,3,0,0,0,0,0,0.11,0.2,0.31,0.11,0.31
Zaid Romero,ARG,DF,,Club Brugge,1999,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oriol Romeu,ESP,MF,,Girona ,1991,6,5,446,5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,19,2,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
Marten de Roon,NED,MF,,Atalanta ,1991,10,10,873,9.7,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,10,74,7,0,0.1,0.1,0,0.1,0.01,0.09,0.1,0.01,0.1
Mathias Ross,DEN,DF,,Sparta Prague,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Anthony Rouault,FRA,DF,,Stuttgart ,2001,7,7,620,6.9,0,0,0,0,0,0,3,0,0.4,0.4,0.7,1,1,42,2,0,0,0,0,0,0.05,0.1,0.15,0.05,0.15
Jonas Rouhi,SWE,DF,,Juventus ,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albion Rrahmani,KVX,FW,,Sparta Prague,2000,6,4,325,3.6,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,3,7,17,0.28,0,0.28,0.28,0.28,0.09,0.08,0.17,0.09,0.17
Antonio Rüdiger,GER,DF,,Real Madrid,1993,13,13,"1,187",13.2,2,0,2,2,0,0,3,0,1.7,1.7,0.2,1.9,7,35,2,0.15,0,0.15,0.15,0.15,0.13,0.02,0.15,0.13,0.15
Matteo Ruggeri,ITA,DF,,Atalanta ,2002,6,3,297,3.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,16,21,21,0,0,0,0,0,0.08,0.14,0.23,0.08,0.23
Abel Ruiz,ESP,FW,,Girona ,2000,3,2,145,1.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,3,8,0,0,0,0,0,0,0.34,0.34,0,0.34
Fabián Ruiz Peña,ESP,MF,,Paris S-G,1996,17,14,"1,145",12.7,1,4,5,1,0,0,2,0,1.1,1.1,2.3,3.3,18,69,43,0.08,0.31,0.39,0.08,0.39,0.08,0.18,0.26,0.08,0.26
Julian Ryerson,NOR,DF,,Dortmund ,1997,12,11,955,10.6,0,0,0,0,0,0,2,0,0.3,0.3,1.9,2.1,19,29,38,0,0,0,0,0,0.03,0.17,0.2,0.03,0.2
Matěj Ryneš,CZE,MF,DF,Sparta Prague,2001,7,6,522,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5,18,16,0,0,0,0,0,0.01,0.09,0.11,0.01,0.11
Kyriani Sabbe,BEL,DF,,Club Brugge,2005,6,3,238,2.6,1,0,1,1,0,0,0,1,0.1,0.1,0.1,0.2,4,6,10,0.38,0,0.38,0.38,0.38,0.04,0.02,0.07,0.04,0.07
Marcel Sabitzer,AUT,MF,,Dortmund ,1994,11,10,842,9.4,0,0,0,0,0,0,2,0,1.3,1.3,0.8,2.1,6,39,31,0,0,0,0,0,0.14,0.08,0.22,0.14,0.22
Lukáš Sadílek,CZE,MF,,Sparta Prague,1996,6,3,304,3.4,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,5,8,10,0,0.3,0.3,0,0.3,0.02,0.06,0.08,0.02,0.08
Matvei Safonov,RUS,GK,,Paris S-G,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osame Sahraoui,MAR,FW,MF,Lille ,2001,9,5,454,5,2,1,3,2,0,0,0,0,0.8,0.8,0.5,1.3,26,33,44,0.4,0.2,0.59,0.4,0.59,0.15,0.1,0.25,0.15,0.25
Ismael Saibari,MAR,MF,,PSV Eindhoven,2001,10,8,723,8,3,1,4,3,0,0,1,0,3.1,3.1,1.5,4.6,23,40,41,0.37,0.12,0.5,0.37,0.5,0.4,0.2,0.6,0.4,0.6
Bukayo Saka,ENG,FW,MF,Arsenal ,2001,9,9,760,8.4,6,2,8,5,1,2,2,0,4.4,2.9,3.3,6.1,43,18,86,0.71,0.24,0.95,0.59,0.83,0.52,0.39,0.91,0.34,0.73
Ibrahim Salah,MAR,FW,MF,Brest ,2001,6,0,71,0.8,0,0,0,0,0,0,1,0,0,0,0.2,0.3,2,5,8,0,0,0,0,0,0.05,0.29,0.34,0.05,0.34
Mohamed Salah,EGY,FW,,Liverpool ,1992,9,9,806,9,3,4,7,2,1,2,0,0,5,3.4,3.4,6.9,36,40,114,0.33,0.45,0.78,0.22,0.67,0.58,0.4,0.98,0.4,0.8
William Saliba,FRA,DF,,Arsenal ,2001,11,11,990,11,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,32,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Mohammed Salisu,GHA,DF,,Monaco ,1999,6,5,478,5.3,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,4,16,0,0.19,0,0.19,0.19,0.19,0.04,0,0.04,0.04,0.04
Lazar Samardzic,SRB,MF,,Atalanta ,2002,8,2,293,3.3,1,1,2,1,0,0,1,0,1.2,1.2,1.6,2.8,16,23,30,0.31,0.31,0.61,0.31,0.61,0.37,0.48,0.85,0.37,0.85
Mama Samba Baldé,GNB,FW,MF,Brest ,1995,9,5,451,5,0,1,1,0,0,0,0,0,1.3,1.3,0.3,1.6,17,10,29,0,0.2,0.2,0,0.2,0.25,0.07,0.32,0.25,0.32
Renato Sanches,POR,MF,,Benfica ,1997,4,1,146,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,10,4,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Leroy Sané,GER,FW,MF,Bayern Munich,1996,13,6,635,7.1,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.4,27,32,117,0.14,0,0.14,0.14,0.14,0.25,0.09,0.34,0.25,0.34
Nuno Santos,POR,DF,,Sporting CP,1995,2,2,161,1.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,6,12,10,0.56,0,0.56,0.56,0.56,0.06,0.06,0.12,0.06,0.12
Tiago Santos,POR,DF,,Lille ,2002,2,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0.01,0.01,0,0.01
Sávio,BRA,FW,MF,Manchester City,2004,9,7,576,6.4,1,1,2,1,0,0,1,0,1.5,1.5,0.9,2.4,35,16,92,0.16,0.16,0.31,0.16,0.31,0.23,0.15,0.37,0.23,0.37
Nicolò Savona,ITA,DF,,Juventus ,2003,7,5,426,4.7,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,8,11,12,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Kyriakos Savvidis,GRE,MF,,Slovan Bratislava,1995,8,7,601,6.7,0,1,1,0,0,0,2,0,0,0,0.7,0.7,4,17,1,0,0.15,0.15,0,0.15,0,0.11,0.11,0,0.11
Liam Scales,IRL,DF,,Celtic ,1998,6,4,371,4.1,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,2,15,0,0.24,0,0.24,0.24,0.24,0.04,0,0.04,0.04,0.04
Giorgio Scalvini,ITA,DF,,Atalanta ,2003,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kjell Scherpen,NED,GK,,Sturm Graz,2000,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrik Schick,CZE,FW,,Leverkusen ,1996,8,4,408,4.5,1,0,1,1,0,0,1,0,2.1,2.1,0.2,2.4,6,3,23,0.22,0,0.22,0.22,0.22,0.47,0.05,0.52,0.47,0.52
Andreas Schjelderup,NOR,FW,,Benfica ,2004,7,6,402,4.5,0,0,0,0,0,0,0,0,0.6,0.6,0.9,1.4,21,12,29,0,0,0,0,0,0.12,0.19,0.32,0.12,0.32
Alexander Schlager,AUT,GK,,RB Salzburg,1996,4,4,335,3.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.27,0.27,0,0.27,0,0.01,0.01,0,0.01
Nico Schlotterbeck,GER,DF,,Dortmund ,1999,12,12,"1,080",12,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,17,89,5,0,0.08,0.08,0,0.08,0.04,0.03,0.07,0.04,0.07
Jeffrey Schlupp,GHA,DF,,Celtic ,1992,2,1,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Kasper Schmeichel,DEN,GK,,Celtic ,1986,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantin Schopp,AUT,DF,,Sturm Graz,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerdy Schouten,NED,MF,,PSV Eindhoven,1997,7,7,566,6.3,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.3,3,37,5,0.16,0,0.16,0.16,0.16,0.02,0.02,0.04,0.02,0.04
Nicolas Seiwald,AUT,MF,DF,RB Leipzig,2001,7,4,406,4.5,0,1,1,0,0,0,0,0,0,0,1.3,1.3,1,18,3,0,0.22,0.22,0,0.22,0,0.29,0.3,0,0.3
Javier Serrano,ESP,MF,,Atlético Madrid,2003,1,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Benjamin Šeško,SVN,FW,,RB Leipzig,2003,8,6,520,5.8,4,0,4,3,1,1,1,0,3.6,2.8,0.1,2.9,7,4,22,0.69,0,0.69,0.52,0.52,0.62,0.01,0.63,0.49,0.5
Adam Sevinsky,CZE,DF,,Sparta Prague,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.07,0.07,0,0.07
Joaquin Seys,BEL,DF,,Club Brugge,2005,10,9,767,8.5,0,0,0,0,0,0,2,0,0,0,0,0,8,24,23,0,0,0,0,0,0,0,0,0,0
Zuberu Sharani,GHA,DF,MF,Slovan Bratislava,2000,5,3,283,3.1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Danylo Sikan,UKR,FW,,Shakhtar ,2001,5,4,219,2.4,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,2,1,2,0.41,0,0.41,0.41,0.41,0.18,0.08,0.26,0.18,0.26
André Silva,POR,FW,,RB Leipzig,1995,4,1,86,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,1,3,0,0,0,0,0,0.2,0,0.2,0.2,0.2
António Silva,POR,DF,,Benfica ,2003,9,8,725,8.1,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,4,14,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Bernardo Silva,POR,MF,FW,Manchester City,1994,9,9,763,8.5,0,0,0,0,0,0,1,0,1,1,0.6,1.6,33,48,71,0,0,0,0,0,0.11,0.08,0.19,0.11,0.19
Caio Henrique Oliveira Silva,BRA,DF,,Monaco ,1997,8,5,486,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,16,20,28,0,0,0,0,0,0.04,0.16,0.2,0.04,0.2
Rui Silva,POR,GK,,Sporting CP,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdallah Sima,SEN,FW,,Brest ,2001,9,6,508,5.6,3,0,3,3,0,0,1,0,2.5,2.5,0.6,3.1,13,5,34,0.53,0,0.53,0.53,0.53,0.44,0.11,0.55,0.44,0.55
Giuliano Simeone,ARG,MF,DF,Atlético Madrid,2002,9,7,567,6.3,1,2,3,1,0,0,2,0,0.7,0.7,1.4,2.1,18,16,44,0.16,0.32,0.48,0.16,0.48,0.11,0.22,0.33,0.11,0.33
João Simões,POR,MF,,Sporting CP,2007,5,3,234,2.6,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,5,13,8,0,0.38,0.38,0,0.38,0.07,0.34,0.41,0.07,0.41
Xavi Simons,NED,MF,,RB Leipzig,2003,5,4,335,3.7,0,0,0,0,0,0,0,0,0.8,0.8,0.7,1.5,12,20,25,0,0,0,0,0,0.21,0.2,0.4,0.21,0.4
Jahmai Simpson-Pusey,ENG,DF,,Manchester City,2005,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,8,0,0,0,0,0,0,0,0.04,0.04,0,0.04
Wilfried Singo,CIV,DF,,Monaco ,2000,6,6,507,5.6,2,1,3,2,0,0,2,1,0.5,0.5,0.5,1.1,8,24,8,0.36,0.18,0.53,0.36,0.53,0.09,0.1,0.19,0.09,0.19
Hugo Siquet,BEL,DF,FW,Club Brugge,2002,4,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Michał Skóraś,POL,MF,DF,Club Brugge,2000,5,0,121,1.3,0,0,0,0,0,0,2,0,0,0,0.3,0.3,2,7,6,0,0,0,0,0,0.03,0.21,0.24,0.03,0.24
Łukasz Skorupski,POL,GK,,Bologna ,1991,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Andreas Skov Olsen,DEN,FW,MF,Club Brugge,1999,6,5,366,4.1,0,0,0,0,0,0,1,0,1.1,1.1,0.4,1.5,22,16,31,0,0,0,0,0,0.28,0.1,0.38,0.28,0.38
Aymen Sliti,NED,FW,,Feyenoord ,2006,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.08,0,0.08,0.08,0.08
Gijs Smal,NED,DF,MF,Feyenoord ,1997,11,8,715,7.9,0,2,2,0,0,0,2,0,0,0,0.6,0.6,10,29,24,0,0.25,0.25,0,0.25,0,0.07,0.08,0,0.08
Rhodri Smith,SUI,DF,,Young Boys,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Markus Solbakken,NOR,MF,,Sparta Prague,2000,4,1,87,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,4,2,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1
Jhon Solis,COL,MF,,Girona ,2004,5,0,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Yann Sommer,SUI,GK,,Inter ,1988,14,14,"1,290",14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uroš Spajić,SRB,DF,,Red Star,1993,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,2,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Dario Špikić,CRO,FW,MF,Dinamo Zagreb,1999,5,2,186,2.1,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,5,5,11,0.48,0,0.48,0.48,0.48,0.07,0.05,0.12,0.07,0.12
Jerry St. Juste,NED,DF,,Sporting CP,1996,6,3,291,3.2,0,0,0,0,0,0,1,0,0,0,0,0,2,16,1,0,0,0,0,0,0,0.01,0.01,0,0.01
Josip Stanišić,CRO,DF,,Bayern Munich,2000,6,4,421,4.7,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1,15,35,23,0,0,0,0,0,0.13,0.08,0.21,0.13,0.21
Calvin Stengs,NED,MF,FW,Feyenoord ,1998,3,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
Pascal Stenzel,GER,DF,,Stuttgart ,1996,5,2,132,1.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,5,5,0,0,0,0,0,0.01,0.05,0.05,0.01,0.05
Taras Stepanenko,UKR,MF,,Shakhtar ,1989,6,1,122,1.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.01,0.01,0,0.01
Artem Stepanov,UKR,FW,,Leverkusen ,2007,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Leonidas Stergiou,SUI,DF,,Stuttgart ,2002,4,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,2,2,0,0,0,0,0,0,0.26,0.26,0,0.26
Raheem Sterling,ENG,FW,,Arsenal ,1994,6,3,298,3.3,0,2,2,0,0,1,3,0,1.5,0.7,0.8,1.6,12,5,28,0,0.6,0.6,0,0.6,0.46,0.25,0.71,0.22,0.47
Angelo Stiller,GER,MF,,Stuttgart ,2001,8,8,693,7.7,1,0,1,1,0,0,1,0,1.1,1.1,1,2,16,90,20,0.13,0,0.13,0.13,0.13,0.14,0.13,0.27,0.14,0.27
Luka Stojkovic,CRO,MF,FW,Dinamo Zagreb,2003,6,3,264,2.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,11,7,7,0,0,0,0,0,0.15,0.04,0.19,0.15,0.19
John Stones,ENG,DF,MF,Manchester City,1994,6,5,363,4,1,2,3,1,0,0,1,0,0.7,0.7,0.4,1.1,11,31,3,0.25,0.5,0.74,0.25,0.74,0.17,0.1,0.27,0.17,0.27
Dávid Strelec,SVK,FW,,Slovan Bratislava,2001,8,8,669,7.4,2,0,2,1,1,1,0,0,3,2.3,0.3,2.5,5,5,29,0.27,0,0.27,0.13,0.13,0.41,0.04,0.45,0.3,0.34
Cristhian Stuani,URU,FW,,Girona ,1986,8,2,283,3.1,0,0,0,0,0,1,3,0,1.6,0.8,0.1,0.9,0,1,9,0,0,0,0,0,0.5,0.02,0.52,0.25,0.27
Martin Suchomel,CZE,DF,MF,Sparta Prague,2002,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Petar Sucic,CRO,MF,,Dinamo Zagreb,2003,3,3,263,2.9,2,0,2,2,0,0,0,0,1.3,1.3,0.1,1.4,9,11,15,0.68,0,0.68,0.68,0.68,0.43,0.05,0.48,0.43,0.48
Heorhiy Sudakov,UKR,MF,,Shakhtar ,2002,8,8,700,7.8,2,1,3,1,1,2,0,0,2.4,0.8,1.3,2.1,13,33,27,0.26,0.13,0.39,0.13,0.26,0.31,0.17,0.47,0.11,0.27
Niklas Süle,GER,DF,,Dortmund ,1995,5,3,283,3.1,0,0,0,0,0,0,0,0,0,0,0,0.1,2,20,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Daniel Svensson,SWE,DF,,Dortmund ,2002,4,4,351,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,7,16,12,0,0,0,0,0,0.04,0.09,0.13,0.04,0.13
Wojciech Szczęsny,POL,GK,,Barcelona ,1990,8,8,750,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Szoboszlai,HUN,MF,,Liverpool ,2000,9,7,635,7.1,1,1,2,1,0,0,0,0,1,1,0.7,1.7,12,38,31,0.14,0.14,0.28,0.14,0.28,0.14,0.1,0.25,0.14,0.25
Július Szöke,SVK,MF,,Slovan Bratislava,1995,3,1,111,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Asger Sørensen,DEN,DF,,Sparta Prague,1996,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0.01,0.01,0,0.01
Alexander Sørloth,NOR,FW,,Atlético Madrid,1995,8,2,293,3.3,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.3,5,9,20,0,0,0,0,0,0.73,0.05,0.78,0.73,0.78
Jonathan Tah,GER,DF,,Leverkusen ,1996,10,10,900,10,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,6,30,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
Dominik Takáč,SVK,GK,,Slovan Bratislava,1999,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.07
Chemsdine Talbi,BEL,FW,,Club Brugge,2005,11,7,548,6.1,2,1,3,2,0,0,0,0,1.1,1.1,0.5,1.6,11,10,33,0.33,0.16,0.49,0.33,0.49,0.18,0.09,0.26,0.18,0.26
Edmond Tapsoba,BFA,DF,,Leverkusen ,1999,9,7,671,7.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,7,40,1,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
Mehdi Taremi,IRN,FW,,Inter ,1992,12,7,714,7.9,1,3,4,0,1,1,0,0,1.9,1.1,1.8,2.9,11,23,27,0.13,0.38,0.5,0,0.38,0.25,0.23,0.48,0.15,0.38
Greg Taylor,SCO,DF,,Celtic ,1997,8,8,572,6.4,0,1,1,0,0,0,1,0,0,0,0.4,0.5,8,25,26,0,0.16,0.16,0,0.16,0.01,0.07,0.08,0.01,0.08
Aurélien Tchouaméni,FRA,MF,DF,Real Madrid,2000,11,10,797,8.9,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,5,48,2,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
Mathys Tel,FRA,MF,FW,Bayern Munich,2005,3,1,92,1,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,7,5,16,0,0,0,0,0,0.57,0.23,0.8,0.57,0.8
Nathan Tella,NGA,FW,MF,Leverkusen ,1999,7,4,328,3.6,1,0,1,1,0,0,1,0,1.2,1.2,0.5,1.7,13,8,34,0.27,0,0.27,0.27,0.27,0.34,0.13,0.47,0.34,0.47
Marc-André ter Stegen,GER,GK,,Barcelona ,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filippo Terracciano,ITA,DF,MF,Milan ,2003,2,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0.06,0.06,0,0.06
Martin Terrier,FRA,MF,,Leverkusen ,1997,4,1,105,1.2,0,1,1,0,0,0,0,0,0,0,0.2,0.2,2,1,3,0,0.86,0.86,0,0.86,0,0.15,0.15,0,0.15
Aleksa Terzić,SRB,DF,,RB Salzburg,1999,6,5,400,4.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,11,13,27,0,0,0,0,0,0,0.03,0.03,0,0.03
Jordan Teze,NED,MF,DF,Monaco ,1999,3,0,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11
Kévin Théophile-Catherine,FRA,DF,,Dinamo Zagreb,1989,7,7,630,7,0,1,1,0,0,0,0,0,0.1,0.1,0,0.2,1,5,1,0,0.14,0.14,0,0.14,0.02,0,0.02,0.02,0.02
Malick Thiaw,GER,DF,,Milan ,2001,5,4,337,3.7,1,1,2,1,0,0,1,0,0.6,0.6,0.6,1.3,4,29,0,0.27,0.27,0.53,0.27,0.53,0.17,0.17,0.33,0.17,0.33
Khéphren Thuram,FRA,MF,,Juventus ,2001,9,5,485,5.4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,10,19,7,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
Marcus Thuram,FRA,FW,,Inter ,1997,14,11,949,10.5,4,1,5,4,0,0,2,0,3.3,3.3,1.2,4.6,28,13,52,0.38,0.09,0.47,0.38,0.47,0.33,0.12,0.45,0.33,0.45
Cheikh Tidiane Niasse,SEN,MF,DF,Young Boys,2000,5,4,341,3.8,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.1,6,15,2,0,0.26,0.26,0,0.26,0.02,0.01,0.03,0.02,0.03
Youri Tielemans,BEL,MF,,Aston Villa,1997,12,12,"1,041",11.6,2,3,5,2,0,0,1,0,0.8,0.8,1.9,2.7,8,69,19,0.17,0.26,0.43,0.17,0.43,0.07,0.17,0.24,0.07,0.24
